,our_shape_preds,our_preds_mfes,rnalib_shape_preds,rnalib_preds_mfes,seq_length,num_irs,num_variables,num_constraints,num_solver_iters,num_b_n_b_nodes,solution_time_msecs
279,.........((((............))))...........,-0.699999988079071,..(((....((((.((((...))))))))....)))....,-5.5,40,35,35,184,1,1,11
280,..............((......)).....................,-0.699999988079071,((((((......((((((....))).)))......)).))))...,-4.900000095367432,45,42,42,225,1,1,13
281,..(((..............................))).......,-2.0,((((..(((((.(((.............))))))))..))))...,-7.900000095367432,45,41,41,263,0,1,15
282,....(((...............)))....................,-0.5,....((((....))))((..((((....))))..)).........,-7.599999904632568,45,40,40,247,0,1,11
283,.(((....)))..........(((.........))).........,-4.900000095367432,..((((((.((........)).))..))))...............,-6.5,45,46,46,280,0,1,15
284,.....(((..............(((((.)))......)))))...,-7.199999928474426,......................(((((..(....)..)))))...,-7.300000190734863,45,33,33,173,4,1,10
285,...((((((......((((.............)))).))))))..,-6.899999976158142,...((((((......((((.((((...)))).)))).))))))..,-10.5,45,43,43,277,5,1,13
286,....................(((......))).............,-1.7999999523162842,...........(((...((......))...)))............,-3.0999999046325684,45,37,37,196,1,1,13
287,.........(((....)))....(((..((((.))).))))....,-8.00000011920929,.((((((((.....)))))..)))((..((((.....))))..)),-12.0,45,46,46,305,6,1,15
288,.....(((.(((((((....)))...........)))))))....,-8.099999904632568,......((((((((((((.............)).)))))))).)),-8.0,45,44,44,275,1,1,15
289,((((....(((..........))))....))).............,-3.1999999284744263,((((...(((.....)))...))))....................,-6.099999904632568,45,51,51,315,0,1,14
290,......(((....))).................(((....)))..,-2.399999976158142,((((..(((.(.((...((((...))))..))).)))))))....,-3.5,45,52,52,391,0,1,16
291,....((((........))))...........(((......)))..,-5.099999904632568,....((((........))))...........(((......)))..,-5.099999904632568,45,26,26,144,3,1,11
292,.((((((((..(((..........))))))).)))).........,-8.799999952316284,(((((((((..(((.(......).))))))).)))))........,-16.100000381469727,45,47,47,345,1,1,18
293,...............................(((........))),-0.800000011920929,................((((..((.((......))))..))))..,-4.5,45,48,48,319,0,1,14
294,..........((((..((((.))))...........)))).....,-5.8999998569488525,........(((.....((((..((((....))))..)))))))..,-10.800000190734863,45,47,47,304,0,1,15
295,.......(((........)))........................,-0.6000000238418579,.......(((((((...))))).))......(((((....))))),-2.200000047683716,45,39,39,220,0,1,11
296,.......(((...))).........(((......)))........,-4.300000071525574,.......((((((..(.((((.((.....)).)))))..)))))),-8.800000190734863,45,40,40,221,5,1,14
297,(((..............))).........................,-2.5,.............((((((((((.......)))))....))))).,-7.400000095367432,45,46,46,311,0,1,16
298,.............(((......))).....(((........))).,-3.100000023841858,........(.((.(((......))))).).((((......)))).,-6.300000190734863,45,52,52,357,2,1,17
299,..(((............(((...))))))................,-1.4000000357627869,..((((((((.......(((...)))))))).)))..........,-5.099999904632568,45,41,41,259,2,1,14
300,....(((...((..)))...))((.((((...))..)))).....,-4.5,.(((....(((((...(((.........))).)))))....))).,-8.5,45,41,41,235,5,1,14
301,(((((......)))))((((........((..)))))).......,-9.700000047683716,((((((....)))))).......((((.((......)).))))..,-12.800000190734863,45,43,43,261,14,1,15
302,............((((..(())))..)).................,-4.399999976158142,((((((((....((((....)))).....)))).)))).......,-4.800000190734863,45,46,46,276,1,1,13
303,.......((((......))))........................,-6.400000095367432,.......((((......))))........................,-6.400000095367432,45,35,35,169,3,1,12
304,(((((((((((...))))........)))))))............,-9.800000071525574,(((((((((((...))))........)))))))............,-10.300000190734863,45,42,42,265,3,1,12
305,.((((((((..........))))))))(((........)))....,-16.49999976158142,.((((((((..........))))))))(((........)))....,-16.5,45,54,54,438,4,1,20
306,...(((((.....(((......)))............)))))...,-3.0,...((((((......(((((....))))).......))))))...,-8.5,45,48,48,339,2,1,17
307,....(((...((((........)))).....(((()))..)))).,-6.599999904632568,....((((((((((........)))).....))).))).......,-7.800000190734863,45,36,36,201,1,1,12
308,......(((.((((((((((()))...))))..))))))).....,-10.800000190734863,..........(((((((((((......))))..))))))).....,-10.600000381469727,45,45,45,309,2,1,16
309,.(((......(((..))).....)))...................,-6.099999904632568,..((((((((((((((...))).)))))).....)))))......,-12.899999618530273,45,44,44,280,2,1,15
310,..............((((...))))....................,-3.0999999046325684,...........((.((((...))))))..................,-4.300000190734863,45,39,39,225,2,1,11
311,...........((((....))))......................,0.699999988079071,.........((((((....))))))((((..........))))..,-4.0,45,24,24,99,0,1,7
312,..............(((...((((.(((..))).)))....)))),-3.4000000059604645,.......(((((...)))))((((((((......)))...))))),-8.199999809265137,45,49,49,317,1,1,14
313,..............((((......)))).................,-3.799999952316284,((..(((...((..(((((....))))).))....)))..))...,-6.199999809265137,45,38,38,234,1,1,11
314,..............(((..........)))...((.....))...,-2.399999976158142,......(((.(((((((................))))))).))).,-9.399999618530273,45,62,62,541,1,1,23
315,((((..................................))))...,-0.9700000286102295,((((((((((((....))))..............))))))))...,-6.800000190734863,45,41,41,215,0,1,13
316,((.(((..)).....(((()))......((.....))..))))..,-5.099999964237213,.......(((((((((((............)))))))..))))..,-6.800000190734863,45,47,47,307,0,1,15
317,..................((...........))............,0.800000011920929,...............(((((.((......))))))).........,-5.400000095367432,45,46,46,322,1,1,16
318,........(((........))).....(((.......))).....,-1.7000000476837158,(((((.(((.....)))..)))))...(((.......))).....,-6.300000190734863,45,34,34,182,1,1,10
319,.............................((.......)).....,0.5,............(((.(((..............)))..)))....,-0.10000000149011612,45,40,40,239,1,1,13
320,..........(((((...........................)))))...,-3.799999952316284,..........(((((((.(((((((....)))..)))).)).)))))...,-7.699999809265137,50,60,60,502,1,1,20
321,..(((((.............((......))((......))..)))))...,-6.6399999260902405,..(((((..(((((......((......))......))))).)))))...,-11.399999618530273,50,62,62,458,7,1,20
322,.............(((......((.....)).((((..))))).))....,-4.300000011920929,.........((.((((.((((.((.....)).).)))...))).).))..,-8.0,50,60,60,491,9,1,23
323,..((((.....(((......)))...(((......)))))))........,-5.899999976158142,(((((((((.(((((........)))..)).))).)))))).........,-8.699999809265137,50,61,61,512,0,1,22
324,.(((...))).(((((......)))..)).....................,-5.5999999195337296,....((((((((((((......)))..))........)))..))))....,-6.5,50,57,57,400,3,1,18
325,.....((((.............))))........................,-5.0,...((((((..((......))..)).))))....................,-9.199999809265137,50,54,54,355,3,1,17
326,.......................((((...((((........)))))))),-6.000000238418579,..(((((((.((((((((............))))))))..)))))))...,-16.600000381469727,50,61,61,483,3,1,22
327,..(((.................))).........(((((.....))))).,-5.0000001192092896,..........(((((.......))))).......(((((.....))))).,-6.099999904632568,50,53,53,364,1,1,16
328,...............((((.....................(())))))..,-5.600000023841858,...............((((.(((.(...........).))).))))....,-9.899999618530273,50,44,44,279,5,1,19
329,...........................((((...(((((.))))))))).,-6.200000047683716,....(((.((.((.......)).)).))).....(((.((...)))))..,-5.400000095367432,50,47,47,345,11,1,19
330,(((.........(((...)))((.))).))....................,-4.400000035762787,..........(((((..(....)..)).)))...................,-5.800000190734863,50,46,46,264,3,1,16
331,............(((.(((..)))......))).................,-7.099999785423279,............(((......)))(((.((.......)))))........,-8.199999809265137,50,47,47,265,20,1,17
332,.......(((((..........((()))))))).................,-6.700000047683716,..........(((((((..((.(((.....)))))..))).)))).....,-13.0,50,58,58,413,9,1,19
333,((((.................)))).....((((....((..))))))..,-5.500000029802322,.(((.(((((.......................))))).)))........,-6.0,50,58,58,428,2,1,18
334,....................(((((((....)))))))............,-3.399999976158142,......((((..(..((((.(((........)))))))..)..))))...,-8.0,50,62,62,472,4,1,21
335,......((((((((......(()))....)).....))))).........,-6.30000014603138,((.......))....((.((.((((.((.(......))).)))).)))).,-9.699999809265137,50,51,51,320,8,1,18
336,..........((........))......(((((.........)))))...,-5.099999815225601,..........((........))......(((((.........)))))...,-5.099999904632568,50,49,49,310,0,1,15
337,......((((........))))............................,-4.099999904632568,((((..((((........))))(((((....))))).)))).........,-5.699999809265137,50,56,56,371,1,1,19
338,......(((((......)))))((((.....))))...............,-8.599999904632568,......((((((....))))))((((.....))))...............,-10.600000381469727,50,65,65,573,6,1,22
339,(((.......)))..............(((....))).............,-1.8999999538064003,(((.......)))..((((.(((((..(((....)))..)).))))))).,-7.5,50,55,55,396,0,1,16
340,............................(((....)))............,-2.9000000953674316,....................(((.....(((....))).....)))....,-3.0999999046325684,50,56,56,385,1,1,18
341,.(((....)))..............((((.(((...)))).....)))..,-3.7999998927116394,.(((....)))(((....(((((........))))))))...........,-6.199999809265137,50,56,56,396,0,1,16
342,((((..((((..((.............)).........))))...)))).,-2.7699999809265137,(((((.(((...((((...................))))))).).)))).,-9.199999809265137,50,47,47,292,0,1,14
343,............((((..((((...))))..))))...............,-7.5,(((((......)))))..((((((....)).))))...............,-8.300000190734863,50,56,56,415,7,1,18
344,((........))....((((((......(((..)))))))))........,-10.99999988079071,......(((((..(((((((((((.....))..))))))))))))))...,-15.399999618530273,50,58,58,426,3,1,18
345,.............(((........((((...)))........))))....,-3.499999910593033,........................((((...((....))...))))....,-5.099999904632568,50,62,62,515,8,1,26
346,.(((((((........)))....)))).......................,-3.299999952316284,.((((....(((....)))....)))).......................,-5.5,50,42,42,261,1,1,14
347,.............((((((.))).................))).......,-1.300000011920929,................((((((...((.......))))).))).......,-5.300000190734863,50,65,65,555,0,1,21
348,(((....))).....((((((..((......)).))))))..........,-11.400000005960464,(((....)))..((.(((((((.(((...))).)))))))..))......,-18.600000381469727,50,59,59,464,5,1,21
349,.....((((..........))))....(((.....((.))).))......,-3.400000050663948,.....................((.((.(((........))).)).))...,-6.599999904632568,50,57,57,390,5,1,19
350,................((((.(((....))).............))))..,-4.0,................((((((((((....)))....)))....))))..,-6.699999809265137,50,51,51,322,8,1,15
351,.(((((.(((.....)))........)))))...................,-3.799999952316284,...(((((((.....)))..)))).....(((.(((....))).)))...,-6.099999904632568,50,57,57,440,3,1,23
352,....((..........))...(((((...............)))))....,-5.300000190734863,....(((((.....)))))..(((((..(((.......))))))))....,-10.899999618530273,50,61,61,495,2,1,20
353,......................((((((......)))...))).......,-5.1000001430511475,............(((((.....(((.........))).....)))))...,-6.5,50,50,50,323,6,1,17
354,.....(((....))).......................(((.....))).,-3.8999998569488525,...(((.(....(((((......((.....)).......)))))).))).,-9.100000381469727,50,46,46,289,2,1,14
355,.......((......))...(((...)))....(((..........))).,-5.5,.((((((((..((.....))..))))))))...((.(((.....))).)),-16.799999237060547,50,59,59,471,7,1,20
356,.......(((......)))(((..((...))))).(((((.....))))),-7.099999904632568,((((.(((......))).)))).(((....)))..(((((.....))))),-13.699999809265137,50,82,82,877,9,1,32
357,...................................((((.......)))),-4.5,......((((.((..(((((..................))))))).)))),-7.900000095367432,50,53,53,335,6,1,17
358,.(((....)))......((((......))))...................,-4.5000001192092896,.(((....)))....((((((......)))))).................,-6.099999904632568,50,56,56,389,0,1,19
359,.........(((......))).............................,0.6000000238418579,.(((((.(.(((((...((........))....)))))))))))......,-3.9000000953674316,50,62,62,581,1,1,22
360,.(((.......)))((((((.......((((.......))))))......)))).,-10.40000019222498,.....(((..(...((((((.((((....))...))..))))))....)..))).,-11.300000190734863,55,73,73,615,21,1,26
361,(((....)))....(((..........(((((.....))))))))..........,-8.900000095367432,(((((((.......)))))))........(((.((.(((....))))))))....,-13.199999809265137,55,69,69,562,12,1,25
362,.......(((((....))...(((((..........))).....)))))......,-6.300000250339508,..........((.(.((..((((((((..........)))).))))..)).).)),-9.800000190734863,55,63,63,483,9,1,25
363,.(((((((..........)))))))...........(((((((...)))..)))),-14.299999594688416,.(((((((((......)))))))))...((((((..............)))))).,-17.899999618530273,55,64,64,498,9,1,24
364,..........((((.......................((........)).)))).,-5.4100000858306885,..........(((((.((((((...((((...))))..))).)))....))))).,-12.300000190734863,55,67,67,524,4,1,22
365,.......................(((((((....))))....)))..........,-4.200000107288361,.............(((((.....(((((((....))))....))).....))))),-8.399999618530273,55,62,62,502,10,1,22
366,......((((..........(((((((((..))))........)))))...)))),-10.770000338554382,......(((.........)))...(((((.(.((....)).).))))).......,-11.800000190734863,55,65,65,567,8,1,27
367,.......................(((((....)))))..................,-5.5,..........(((((.(.(((..(((((....)))))....))).)))).))...,-10.399999618530273,55,73,73,615,5,1,28
368,(((((.........................)))))....................,-2.9000000953674316,(((((.........................)))))....................,-2.9000000953674316,55,72,72,618,0,1,24
369,.........(((......))).....((((((((........))))..))))...,-6.600000023841858,......((.(((......))).))..((((((((........))))..))))...,-8.800000190734863,55,59,59,434,2,1,19
370,.......((((((()))......))))..............(((.......))).,-5.400000035762787,.(((((((..(((((.......))))).))).)))).....(((.......))).,-8.0,55,58,58,412,2,1,20
371,.............(((.........)))........(((.....)))........,-5.799999952316284,.((.(((.(((............)))))).))(((.(((.....)))))).....,-10.5,55,68,68,535,5,1,24
372,...((((...))))......................(((.....)))........,-3.100000023841858,...((((...))))......................(((.....)))........,-3.0999999046325684,55,61,61,507,8,1,25
373,.((((...........................................))))...,-1.3200000524520874,.(((((((((((((...(((.............))).)))))))))..))))...,-15.100000381469727,55,66,66,521,0,1,21
374,.................((((((((...))).........((((..))))))))),-7.599999785423279,(((.((....)))))..(((((((((((........))))...)).)))))....,-12.0,55,74,74,666,15,1,29
375,......(((........)))...................................,-3.9000000953674316,......(((........))).....(((.(((.(......).)))))).......,-7.0,55,62,62,451,0,1,21
376,.......((((((()))).((..))).)).((((.......))))..........,-7.600000023841858,.......((.(((((.(..((......))..).))))).))..(((......))),-10.5,55,65,65,507,3,1,23
377,.....................(((............................))),-0.4000000059604645,...((.(((............))).))............................,-1.600000023841858,55,58,58,394,1,1,19
378,...............(((.(((((..)))................))))).....,-9.800000190734863,..............(((..(((((.(((((........)))))..)))))..))),-15.899999618530273,55,55,55,394,7,1,20
379,....((((........)))).....((((....))))..................,-13.299999713897705,...(((((........)))))....((((....)))).....((((.....)))),-13.600000381469727,55,70,70,524,2,1,24
380,...((((......((.......)).....................))))......,-0.949999988079071,...((((..((...((.((((.(((...))))))).))...))..))))......,-10.899999618530273,55,69,69,570,1,1,23
381,........(((((..((((.)))))..))))........................,-5.299999952316284,(((((..((((....((((........))))...))))))).))...........,-9.199999809265137,55,60,60,438,7,1,21
382,..(((.((((..))).....(((......)))..............)))).....,-10.309999942779541,.((((.(...(((((....)))))....).)))).....................,-13.800000190734863,55,64,64,516,28,1,29
383,...(((((..........((((((...))))))(((......)))..)))))...,-10.619999587535858,.(((((((..........((((((...))))))(((......)))..))))))).,-12.600000381469727,55,65,65,533,8,1,23
384,.........((((.......((((((......))))))........)))).....,-3.5000001192092896,.........((((((...((((((((......))))))..))..)))))).....,-9.199999809265137,55,68,68,576,0,1,22
